Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
67996.0,-1.1767427342003,0.765480867857728,1.35415208595501,-0.438645927295721,0.462093971355116,0.113471193057252,-0.0594757825252311,0.69858045993403,-0.524352064507844,-0.873477259590708,-0.160011572385862,0.459886077874146,0.184562355768926,0.407846315282375,-0.19234876807212,1.42353825225624,-1.48670145406979,1.02496477517013,-0.632448675999982,-0.158213915252218,0.0752461346876912,-0.132386591645633,-0.257594298163965,-0.870047168808371,0.0717597720295362,-0.672564825639401,-0.0081453783164666,-0.0102906522471152,2.5
136642.0,-0.334565012668066,0.711086767687892,0.69049259650556,0.236472928396966,0.0196487337200598,0.341099198529521,0.634347729023565,-0.0823184488232058,0.316923061411219,-0.186200796165631,-1.02595383798332,0.275295446469718,0.922825944748772,-0.438790384954194,0.390072983556075,0.479034182560053,-1.01618021878036,0.335542256008153,-0.988139971663612,-0.285419316891788,0.298421646104826,0.950903156645627,0.021648657120315,0.604933444704316,-0.261181779327685,-0.691879913377945,-0.247993671114236,0.02691645884969,84.65
136773.0,-0.454075389940009,0.570947361687518,-1.29262942605219,-1.49570232636932,-0.805209432026679,-0.48707896804068,3.32722428907424,-1.04574384461307,-2.11341389111813,0.139852974232292,-1.17953268047528,-0.417801278338337,0.705990898627461,0.330439073927989,-0.835876443399615,-2.14997104334422,-0.0841121535908333,0.71876939198206,-0.77190712632739,-0.749976503991851,-0.0900932026303691,0.585762560847735,-0.416326332814478,0.0124175110362148,0.352305829263654,0.952115540291828,0.0301311043760815,-0.0218963756709364,395.13
98483.0,2.14942227695727,0.136167038539748,-2.4407684921082,-0.155184167217244,1.22560750329702,-0.542412773589484,0.549171064504575,-0.400636171262297,1.29302452684445,-0.186022722109063,1.20195407112349,-1.95269903369829,1.51099464749958,2.40460182664578,-0.944732384194054,-0.189535841723953,-0.105005670006645,0.556624535880526,0.531016718726297,-0.210077419268246,-0.010740426996471,0.272881169331914,-0.120524478467773,-0.154569706708405,0.514485809874941,0.202015914999302,-0.124895996540105,-0.0961093134093455,11.48
39261.0,-0.296580446809412,0.508380968337206,1.05013664306389,-1.83613080082069,1.11394740782974,0.180129424243181,1.00516208712388,-0.340919125390554,0.0716748609695956,-0.162840375456823,-0.28957719281496,-0.540230510608407,-0.642275040815828,-0.113168778996558,-0.0478749246973789,1.01622199592874,-1.66567504555011,0.674320048199093,0.339063482798263,0.0244447305424286,-0.161098750692155,-0.29117552292478,-0.410310726421135,-1.36089122979769,-0.24027100579464,0.767232872579226,-0.464805767368584,-0.361872474170651,1.9
156309.0,1.98139900400909,0.185254706688829,-3.65057099060207,0.472476535985093,3.22777491542682,3.06440637607603,0.110535358845528,0.659636225034147,-0.01645604513377,-0.33669891698221,0.193482306976513,0.041694162285621,-0.484863502767061,-0.780074786850798,0.0073932999672397,-0.268799262116875,0.889959620569353,-0.0334018081284756,-0.505413561944757,-0.138697925488148,-0.0303013477229615,-0.0058917386627572,-0.0075158482863957,0.579525016567695,0.505753270142586,-0.472819535148917,0.0164823715402516,-0.0321894570308418,24.81
140853.0,1.64025745474495,-0.695082304827682,-2.43921293659027,0.198373199755235,0.645556983299659,0.149378067351809,0.196048715926286,0.0084440859621066,0.846156339743642,-0.828835167434172,0.307550459605477,0.432802024321743,-0.351144618572903,-1.34813437944035,-0.585634859284239,0.534682396519499,0.625215431001483,0.940121811407815,0.655954935787649,0.297006466837781,-0.145759658638075,-0.714565592186493,-0.0965536767673861,-0.485261651041962,-0.0423126792495825,-0.0944917366974198,-0.0542920267324481,0.0040579508659058,222.32
73639.0,-0.340882112926133,1.17587999376805,1.3047725745128,0.055384614050174,0.0847979319674621,-0.965668267407459,0.75569751890902,-0.108475346091579,-0.489108101824821,-0.530172613324285,-0.109800012180697,0.249888714052168,0.740746768274149,-0.553345704521589,0.825960508250471,0.35483720359088,-0.0288988505809763,-0.213234153749392,-0.0935086241629092,0.154540304093526,-0.256739941700173,-0.639188477838874,-0.0221068083587635,0.345692654012095,-0.138751465216105,0.0701000370560934,0.249585762827435,0.099600156378801,3.59
28870.0,-0.37757561773228,0.74480674652338,-0.0462291862814306,-1.20410614389434,2.43686842663546,3.37747561155094,0.147514978997079,0.934373941898874,-0.52474192232053,-0.258083186378025,-0.180122825423629,-0.246767319066462,-0.0520238172661374,0.291984121483888,1.0416148059536,0.528909346349153,-0.891831945196109,0.101945945986652,0.384661540227931,0.240865073352331,-0.275790836441432,-0.904742775948223,-0.033776836850179,0.9821560057625,-0.0315555318536479,0.0861143802573315,0.263867327758749,0.114998936257231,11.99
78032.0,-2.86824680030009,-1.13903111345886,-0.708735723618155,0.191713740290183,-1.59790660600597,0.124855275984843,1.66272182867477,0.128931836807122,-1.33837581106032,0.121968339837886,-0.993436563074153,0.135898840530223,0.503096299217757,0.248300715925887,-0.505766972790586,-1.57731303625829,0.223837836422184,0.577544107522693,-1.88589261706716,-1.03727052556344,-0.394940346940224,-0.0844257759856942,0.0461024349860278,0.112022940795539,-0.337455373555161,-0.527737692760412,0.232477227420925,-0.366651172457979,502.89
