Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
240755.0,2.402238602477706,-1.9863972671982717,4.261080077454444,-2.4855984277945,1.876298048322127,-1.5680467088675836,1.9351896332876484,-0.9441839079685251,1.2991244286000154,-2.112394268742788,-0.160011572385862,1.9228356656778072,0.184562355768926,-1.248075330994735,-0.19234876807212,2.8283568673292176,-2.827285873858213,2.335383076534709,-0.632448675999982,-0.158213915252218,0.0752461346876912,-0.132386591645633,-0.257594298163965,-0.870047168808371,0.0717597720295362,-0.672564825639401,-0.0081453783164666,-0.0102906522471152,81.25
309401.0,2.598572982906822,-1.542578793358655,2.8748426944797076,-1.9275721990378163,2.0794807033267086,-1.7933828989601135,2.8465230976809988,-1.7901527944743474,1.6511253454276202,-1.4861498769001822,-1.02595383798332,1.8869794032361518,0.922825944748772,-2.142019133757175,0.390072983556075,2.059397431168631,-2.0209489678909396,1.4538567506330238,-0.988139971663612,-0.285419316891788,0.298421646104826,0.950903156645627,0.021648657120315,0.604933444704316,-0.261181779327685,-0.691879913377945,-0.247993671114236,0.02691645884969,286.625
309532.0,2.586945754761831,-1.7263988434540807,0.9030063142333704,-4.64231539739019,1.465518322753884,-2.604397650408932,4.949488430682207,-2.273035728735713,-0.5350582127142984,-1.2947646153447208,-1.17953268047528,1.0132043932426458,0.705990898627461,-1.3170559873800465,-0.835876443399615,-0.7029417986532005,-1.4076187792443788,2.187085291330186,-0.77190712632739,-0.749976503991851,-0.0900932026303691,0.585762560847735,-0.416326332814478,0.0124175110362148,0.352305829263654,0.952115540291828,0.0301311043760815,-0.0218963756709364,1062.825
271242.0,5.57963897781387,-2.7777445796773836,0.0032023031956592563,-2.6594407390205825,3.263865872360559,-2.829701574659345,2.4831017530342754,-2.295200444698938,2.6271883398226175,-1.7986991883156298,1.20195407112349,-0.3662783454028092,1.51099464749958,1.6841315824988832,-0.944732384194054,1.1442074479507263,-1.417832658726238,1.877372582798215,0.531016718726297,-0.210077419268246,-0.010740426996471,0.272881169331914,-0.120524478467773,-0.154569706708405,0.514485809874941,0.202015914999302,-0.124895996540105,-0.0961093134093455,103.7
212020.0,2.983565124582397,-1.4761654142014762,3.250494804828745,-3.7638134559779886,3.382859420443973,-2.029296659187847,2.843019735167062,-1.7239241162788168,1.4265278130438475,-1.9646371559996374,-0.28957719281496,1.1392201149385242,-0.642275040815828,-1.450684673229846,-0.0478749246973789,2.489422125884271,-2.7236730410266814,1.50304646112459,0.339063482798263,0.0244447305424286,-0.161098750692155,-0.29117552292478,-0.410310726421135,-1.36089122979769,-0.24027100579464,0.767232872579226,-0.464805767368584,-0.361872474170651,79.75
329068.0,5.143644560474011,-3.1972178236330517,-1.8919936260693548,-1.1776535273322013,4.947448372488146,1.2434366023784238,1.828023672590355,-0.7417721645428841,1.9502314125362377,-1.2266176316642303,0.193482306976513,1.319087651304385,-0.484863502767061,-2.2063803475811166,0.0073932999672397,1.1674062924423119,-0.3653687227849116,1.378456303084541,-0.505413561944757,-0.138697925488148,-0.0303013477229615,-0.0058917386627572,-0.0075158482863957,0.579525016567695,0.505753270142586,-0.472819535148917,0.0164823715402516,-0.0321894570308418,137.025
313612.0,4.341969012962047,-2.833085117483351,-0.7063575910449035,-2.9533872475464755,2.537796335335193,-2.038573323993111,2.0236384862267207,-1.606262898809827,2.7908649374006225,-2.230862999419228,0.307550459605477,1.694700180511516,-0.351144618572903,-3.1530841758202817,-0.585634859284239,1.2954411857180028,-0.6193389941507565,1.879864718805029,0.655954935787649,0.297006466837781,-0.145759658638075,-0.714565592186493,-0.0965536767673861,-0.485261651041962,-0.0423126792495825,-0.0944917366974198,-0.0542920267324481,0.0040579508659058,630.8
246398.0,2.0533493970464853,-1.4332920702167171,3.7101724710480624,-2.2095148773317783,1.7850391614020489,-2.740434947714517,2.4418463207344843,-1.8576736261078608,1.3067176952720627,-1.6187251039473955,-0.109800012180697,1.7198231298623865,0.740746768274149,-2.1062511347002504,0.825960508250471,1.7126549149970873,-1.4813467601045396,0.9364175348322583,-0.0935086241629092,0.154540304093526,-0.256739941700173,-0.639188477838874,-0.0221068083587635,0.345692654012095,-0.138751465216105,0.0701000370560934,0.249585762827435,0.099600156378801,83.975
201629.0,2.6871979109034454,-1.9617633541967507,2.0722249087136078,-3.004266708448731,4.317882341906546,1.277796099639985,1.9141536683896467,-0.27926833309358856,1.5706487090961085,-1.423397581681913,-0.180122825423629,1.6934205192111547,-0.0520238172661374,-1.3469901856141904,1.0416148059536,1.8402280409597074,-2.265687019943015,1.326798152925318,0.384661540227931,0.240865073352331,-0.275790836441432,-0.904742775948223,-0.033776836850179,0.9821560057625,-0.0315555318536479,0.0861143802573315,0.263867327758749,0.114998936257231,104.975
250791.0,-0.23036165436905529,-4.126146706760443,1.5679350773153466,-1.7031381830172585,0.2795488787888391,-1.4057504345629028,3.2732820059675323,-1.9317214909270177,0.6377555301237186,-1.288088457601275,-0.993436563074153,1.6448440507628588,0.503096299217757,-1.0845969186019044,-0.505766972790586,-0.09529640677217091,-0.7879541820504783,1.5435909928577887,-1.88589261706716,-1.03727052556344,-0.394940346940224,-0.0844257759856942,0.0461024349860278,0.112022940795539,-0.337455373555161,-0.527737692760412,0.232477227420925,-0.366651172457979,1332.225
