Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
226335.0,-0.27964079614636717,-1.9090021505411987,1.5363085531136824,-0.3042338369404031,1.2528987752870364,-3.2017829173261783,1.560830182470467,-0.9615228858389895,0.8372696421236062,-2.2766532631406187,-0.909150940676799,1.0789645708727225,-0.963632992750681,-0.004819810662579485,1.45588275589245,1.2528409513922336,-0.6725891493725196,1.4543476435969278,0.138044962097075,-0.761098858089375,0.187708329529774,0.488073068183096,0.517674273237815,0.0903736448290092,-0.199380602415982,-0.292974424599295,-0.0233474654321945,-0.697313342696664,322.5,0
229102.0,3.4103273574276844,-0.48736677831448655,3.4563821255883167,0.4360932022221131,1.6386845549894953,-1.9516327365450394,1.3187825839982814,-4.9756559703573675,-0.69547660787595,-0.9403630733462123,-0.219487223450327,1.7177516602157183,1.25703527459158,-0.2404983488815281,0.907512223573449,1.0811453929572727,-1.087470063161029,1.2723181494508904,0.556242439026096,0.86057446883608,-1.29143009341265,0.359148522910862,-0.270422945627115,0.441775515756597,1.44521587270054,0.444398760368045,0.0120207078234647,0.180342389483048,77.5,0
230009.0,2.344722649847261,-2.9576807466285047,3.7279952801980607,-3.697326681851767,1.8751102278912632,-0.5463795477666462,0.6522222597431924,-1.054128518935822,-0.5415995824664124,-0.3410991184126918,1.86308025869108,1.1920835666713572,0.679001928325857,-2.3928083154498503,1.42366829790745,-0.3274636184779693,0.18578162012284313,0.45216053008394014,-0.736415354030179,-0.0736854628915036,0.171478056137713,1.09149728738666,-0.0081067329125066,-1.33317463916702,-0.553631373102262,0.0545975332227388,0.053475528155594,-0.114009216213272,165.0,0
225676.0,2.9886976523589004,-1.443619916916556,3.1570396717803093,-1.6347357450020987,3.34617584069196,-2.0832222387125334,2.937706466553212,-2.425252863127869,1.1425002222125957,-1.0700441077194114,-1.25731323673189,0.8296083534023322,0.429367354061389,-2.207923700502999,1.37466387995021,1.82147297529671,-1.8827627994514964,1.4405384942125912,1.15782695156333,0.18246818215278,-0.330887162029142,-0.644862742999927,-0.0844130088114892,-1.05469983785764,-0.594040489075408,0.0962537404118501,-0.456255068472301,-0.278338588217872,82.475,0
304011.0,4.440997748242382,-3.1804810347493597,0.5388558914667997,-3.4151145910176948,2.2196924743821134,-1.7405404493256276,1.1850431752005999,-2.0327479652922524,0.750722773203381,-0.23680289752165523,0.364412360846789,1.8248639562583513,0.902015135212455,-1.816056971929849,-0.312705431779528,2.8299843150419304,-1.833340959100299,0.22490830629503186,1.35504963769919,0.171925449600864,-0.235044568576173,-0.895477528735949,0.33814560173575,-0.402253374075133,-0.44311107203552,-0.680432805097012,-0.025350233126518,-0.0479920180390219,231.125,0
216648.0,3.215354359217164,-3.5433003611050338,3.3205139549020943,-2.032032121210668,1.3300138099769663,-1.64770205571996,0.8444358262520348,-1.1175924723504533,3.1430840852872457,-2.0682188394758994,0.665628413352013,1.7074471562281466,-1.04351990630115,-1.4197910675183298,-0.611083646425891,1.5263421126698407,-1.2234430081363508,0.6591638778929794,0.505814519867797,-0.0143250322660751,-0.146911467218679,-0.362129813276352,0.0097923108250257,-0.244855581959755,0.019425095965277,0.970905275786673,-0.0405678145834048,0.0070444493786767,263.65,0
243880.0,2.642355540731925,-2.614283763853976,4.053486103723388,-2.6743630846839133,1.6245201963371616,-3.0103702802626136,1.8580620498632898,-1.8642124973926804,0.5368228907378312,-1.4258063744885787,-0.172714831893953,0.4556615286777792,-0.122441116026258,-1.312315055716493,-0.488502595914136,1.4461711949967835,-0.08755600746724654,-0.30369748733756297,0.768986209048509,0.172476443501192,0.287255402828662,0.781099766988817,-0.153910171297385,0.959684938892592,0.271886088324125,-0.140303925203598,0.0301248139615024,0.0517872134520252,195.0,0
242302.0,1.8618690076849986,-2.220887740467407,3.951839190737833,-1.320286864535641,1.2187105051644038,-1.1828748394024284,0.6144415396606981,-0.7598591128418596,1.4003841388582656,-2.1010958716142274,0.610673313389296,2.0135776516112953,0.482923253772647,-0.9863996364829525,1.26338101762328,1.744609941224572,-1.6931122263800955,2.2638641899121077,0.104009538872809,0.156304157574819,0.44962912599634,1.03741208131281,-0.0122257901284328,-0.655636639255862,0.0372861367216542,-0.101465152230395,-0.0534473046067433,-0.0646681620132027,325.0,0
246999.0,2.220552275011615,-3.23031923461292,4.588467909266922,-2.2609672292979495,0.4320501803563871,-0.8154607098671698,-0.09696965837763288,-0.42549899129730306,1.80268273683657,-1.7458290519960715,-0.42141364304797,0.9283860138420604,-1.04569474422752,-2.504753269578629,-2.69603717613275,2.268680649108666,-0.31867531725688214,0.4156405236035687,1.70936780359169,-0.0443591515309628,0.298327975875472,1.01582016927525,-0.20052475681635,0.0640626969027611,-0.271137508194454,-0.114124651172468,0.0903331344105923,0.0612354011531309,88.75,0
235985.0,2.1808247679433514,-1.7695076120250532,3.2986568419761704,-2.1706020182404364,2.3814336354161547,-2.278238843534698,2.162955617747336,-0.9343129396476001,0.9539593150039511,-1.826723356922275,1.37913419638362,1.8938845004490414,-0.709727783480133,-0.7065212631805099,-0.0430006087949428,1.7226748021086828,-1.547746020840495,0.9911618569896238,-0.770685544405519,-0.114455604870689,0.233191828157115,0.782635212891076,0.0188050185050237,0.289774874396613,-0.589155306327588,0.859191131223602,-0.101363453801225,-0.100651576849444,80.425,0
